G,U,X,Y
F,1.357,2.778,3.085
M,2.127,3.533,3.741
F,1.012,2.538,2.986
M,1.026,2.557,3.295
F,1.601,2.996,3.478
M,2.499,3.297,3.705
M,2.555,3.884,4.131
F,1.26,3.4,5.526
F,1.335,5.467,5.301
F,4.458,28.477,18.649
F,1.037,6.462,5.604
M,2.718,3.374,4.013
M,1.639,2.716,3.112
F,13.776,14.574,11.797
F,1.807,4.232,4.177
F,1.196,2.279,3.588
F,1.384,4.836,5.033
M,1.229,2.637,3.301
M,1.071,2.118,2.778
M,5.135,5.425,4.68
F,3.995,4.507,4.903
M,2.484,5.087,5.319
M,6.119,6.323,5.218
M,1.09,2.665,3.611
M,1.083,2.472,4.712
F,1.281,3.45,5.756
F,1.905,52.121,34.659
F,2.286,5.373,4.698
M,2.288,3.062,3.285
M,1.071,2.301,3.089
F,1.157,2.466,3.219
F,1.143,9.044,6.926
M,1.1,2.103,14.618
M,1.511,2.831,3.135
F,1.25,3.824,3.883
M,7.424,7.239,6.465
M,1.316,2.566,3.34
M,2.095,3.801,3.739
M,4.673,4.962,5.718
F,1.034,2.504,4.43
M,1.541,2.522,3.063
M,1.165,2.278,3.269
M,1.009,2.782,3.76
M,2.23,4.127,4.333
F,10.376,10.33,7.637
M,3.985,4.71,4.234
M,1.392,2.932,3.244
F,2.418,3.84,6.786
F,1.805,3.303,4.351
M,1.977,2.857,3.918
M,2.643,3.625,17.292
F,1.51,24.027,18.376
F,1.103,2.518,2.934
F,1.035,4.061,3.855
M,4.737,5.014,4.786
F,1.745,2.963,3.431
M,1.213,2.33,3.235
M,6.432,6.669,5.447
M,1.936,3.747,3.743
M,5.32,5.549,5.208
M,55.807,46.633,30.84
F,2.56,3.632,4.112
M,1.269,2.26,3.214
M,295.582,238.395,145.799
F,2.023,22.886,15.267
F,13.825,31.006,20.143
M,1.338,2.591,3.945
M,13.743,12.561,11.465
M,1.22,2.413,3.579
F,4.009,4.955,5.199
M,2.637,4.215,4.193
F,1.21,3.364,3.98
F,6.41,8.144,6.374
M,1.227,2.651,4.174
F,1.652,4.098,3.98
M,1.275,3.021,3.413
F,18.982,18.017,12.297
M,2.544,3.534,5.006
F,3.002,4.52,4.461
M,6.231,6.679,7.678
F,2.005,6.86,6.526
M,1.863,3.305,3.848
M,1.976,3.25,3.603
M,1.641,2.516,3.494
F,1.497,3.052,3.526
M,39.044,32.63,21.279
M,1.28,3.104,3.806
F,1.922,8.039,7.469
F,3.865,4.592,5.008
M,2.213,2.975,5.547
M,1.017,2.143,3.843
M,1.611,2.908,4.873
F,3.951,4.362,4.187
M,3.425,3.946,3.997
M,1.602,3.208,4.392
F,1.894,3.39,4.32
F,9.234,11.809,8.628
M,1.889,3.378,3.867
M,1.594,2.596,3.026
M,4.038,4.679,6.006
F,1.653,14.614,11.422
M,1.24,2.627,3.038
F,5.185,6.423,6.032
F,13.313,17.998,12.372
F,6.226,7.629,7.28
M,1.58,2.894,3.198
F,1.661,3.516,3.713
F,1.383,10.687,7.984
M,74.422,61.943,38.973
F,10.372,10.825,8.077
M,2.372,3.156,3.943
F,1.304,9.581,7.356
F,14.74,30.367,19.948
M,3.191,3.888,3.821
F,1.843,12.512,9.805
F,12.462,13.219,16.183
M,1.74,2.63,2.999
F,3.045,4.097,4.191
F,18.741,18.258,12.984
F,2.447,15.879,10.968
M,1.152,2.236,2.887
M,32.508,27.889,18.344
M,2.188,3.27,4.172
F,1.014,10.758,8.939
F,1.016,2.132,3.241
F,1.09,2.443,3.0
F,8.843,11.991,8.755
F,1.083,2.775,4.733
M,4.19,4.913,4.743
F,2.165,6.336,6.065
F,3.806,11.677,9.897
M,1.142,2.677,4.365
F,10.356,11.875,10.316
M,1.938,3.033,3.864
M,1.177,3.262,3.459
M,1.937,2.79,3.235
M,1.288,2.24,2.755
M,1.201,2.502,4.629
F,1.067,2.801,4.045
M,3.077,3.734,3.954
M,3.438,4.027,4.695
F,1.456,3.259,5.16
F,2.7,3.446,3.928
M,1.256,2.595,3.16
F,3.586,4.594,5.077
F,3.972,6.557,5.366
F,4.793,6.116,6.886
M,7.326,7.384,7.661
F,1.467,2.513,2.932
M,2.712,3.521,3.631
F,10.577,10.04,8.791
F,1.845,2.682,4.548
M,1.002,2.182,2.731
M,1.07,2.195,2.888
F,2.012,2.891,3.642
M,1.253,2.803,3.21
F,3.149,7.343,6.78
M,3.925,4.36,4.643
M,1.497,2.463,9.327
F,5.365,7.028,6.036
F,5.315,6.26,6.363
F,3.357,3.991,4.468
F,1.88,3.319,3.777
M,1.546,3.82,3.808
M,3.215,3.779,3.741
F,38.45,51.34,42.189
F,2.984,3.912,3.943
F,1.089,2.761,3.225
F,1.36,118.707,72.727
F,1.161,2.501,3.098
M,50.223,42.555,27.937
M,1.796,2.697,3.456
F,1.052,3.444,5.432
M,1.402,3.872,4.068
M,6.211,6.319,5.653
M,1.429,2.356,3.546
M,13.479,12.235,11.486
F,1.066,2.08,3.452
M,1.284,3.967,4.522
F,1.007,2.648,3.371
F,1.848,6.844,7.648
F,1.089,2.636,6.456
M,8.39,7.948,6.323
M,4.292,4.872,4.657
F,1.642,2.524,4.468
F,4.075,4.526,43.1
F,1.795,3.825,3.766
M,29.416,24.926,16.863
M,17.794,15.574,10.917
M,1.114,3.035,3.503
F,15.124,14.539,10.331
F,1.056,2.263,2.938
F,10.654,11.943,8.668
F,1.963,2.855,3.214
F,10.023,15.001,11.29
M,3.219,4.16,4.502
M,1.591,2.508,3.111
M,1.62,3.741,3.927
F,1.645,3.503,5.014
M,1.128,2.442,2.903
F,1.273,5.293,5.929
F,1.002,10.67,8.235
M,5.359,5.754,5.472
M,2.301,3.294,3.508
M,4.746,5.246,7.247
F,38.493,42.472,27.064
M,1.794,3.318,3.487
F,1.067,3.028,3.231
M,1.906,3.387,3.548
M,4.74,5.731,4.967
M,5.461,6.151,5.531
F,1.168,12.995,9.456
M,1.018,2.607,3.283
M,3.555,4.38,5.364
M,65.641,54.441,37.071
F,1.037,2.804,3.347
M,1.092,2.893,5.757
F,68.45,60.795,37.911
F,5.362,5.61,5.224
M,1.15,2.574,3.154
F,1.024,2.041,3.544
F,1.854,5.921,5.094
M,1.011,2.179,4.728
F,3.43,4.143,4.047
F,1.752,7.367,6.279
F,2.539,4.587,5.796
M,1.946,3.165,4.131
F,2.281,20.824,14.741
M,1.06,2.314,2.798
M,2.913,3.664,3.776
F,3.698,5.597,5.694
F,1.439,4.063,4.051
F,3.029,3.856,3.898
F,5.08,96.759,60.888
F,3.132,4.895,4.821
F,1.166,6.856,8.642
M,4.164,6.957,7.339
M,5.644,6.084,5.608
M,1.979,4.857,4.394
M,95.923,78.547,49.191
F,1.672,5.231,7.991
F,1.0,3.416,3.609
M,1.553,2.687,3.414
M,3.049,3.742,3.936
M,2.747,3.656,4.074
M,3.113,3.751,4.171
M,5.694,5.806,4.96
F,1.492,5.744,5.369
M,4.009,4.426,4.203
M,1.22,4.682,4.451
F,1.856,3.677,4.484
F,1.659,3.769,4.219
F,1.024,2.178,3.235
M,4.061,4.779,4.672
M,1.104,3.233,3.811
F,1.222,5.972,7.839
M,1.04,2.034,2.962
M,1.206,2.196,3.152
M,1.005,3.006,3.8
F,7.695,22.083,15.581
M,2.633,4.698,7.085
M,1.512,2.461,3.125
F,1.511,2.546,3.098
F,1.651,19.757,14.533
M,1.575,2.585,3.615
M,2.353,4.092,3.944
F,1.165,11.521,8.449
M,5.845,6.263,6.878
M,1.662,2.636,3.71
F,2.255,5.088,5.519
M,2.834,3.525,3.659
F,1.648,2.806,3.248
F,1.826,4.836,4.392
F,1.079,4.055,4.409
M,1.673,2.546,2.946
F,1.249,3.344,8.349
F,1.111,5.035,5.35
M,1.303,2.755,3.198
F,1.69,2.811,3.167
M,2.3,3.543,4.281
F,7.674,61.986,39.391
M,1.839,5.335,5.086
M,1.307,2.574,3.492
M,1.472,2.429,3.794
F,2.247,3.615,3.639
F,3.912,67.334,43.319
M,1.764,2.632,3.013
M,1.618,2.803,5.492
M,1.797,3.308,3.465
F,2.799,3.862,4.603
M,7.633,7.787,6.287
F,2.149,3.868,3.834
M,1.254,2.66,3.153
M,1.596,2.887,3.538
M,2.059,2.983,3.227
M,1.423,2.767,3.444
M,1.169,3.856,3.803
M,1.387,2.502,2.99
F,2.149,3.556,6.13
M,1.127,2.468,5.893
M,1.078,2.326,3.019
M,1.059,4.103,4.318
M,5.611,5.726,5.885
M,1.874,3.276,3.697
M,3.272,4.408,4.3
M,1.214,2.195,2.79
F,4.868,8.111,6.828
F,1.152,2.191,2.945
M,13.328,12.583,9.184
M,3.364,5.197,5.059
M,1.253,2.896,3.351
F,1.153,2.833,3.143
M,1.563,3.292,3.523
M,1.41,2.53,3.039
M,1.001,2.247,3.222
M,1.065,4.583,4.709
M,1.037,3.43,3.667
F,1.1,2.313,16.146
F,6.859,7.758,7.063
M,7.358,8.353,6.528
M,3.923,4.605,5.05
F,2.458,3.757,4.72
F,1.591,4.251,4.928
M,4.532,6.127,5.22
F,1.861,4.735,5.591
F,1.076,26.168,17.398
F,1.59,6.161,5.248
M,11.258,10.416,7.772
M,4.164,4.803,5.22
F,2.238,3.164,4.444
M,3.431,8.952,6.921
F,1.294,3.204,5.457
M,2.116,3.477,5.288
F,1.195,3.437,3.782
F,1.41,2.405,3.899
M,1.833,3.121,3.783
M,5.873,6.045,5.856
F,1.062,2.39,3.594
F,29.409,25.143,16.876
F,1.077,2.623,4.431
M,1.236,2.505,3.296
M,1.201,2.531,3.005
M,1.587,5.587,5.419
F,1.181,2.799,6.134
M,1.148,2.125,3.141
F,1.076,2.478,4.322
F,1.762,1893.824,1138.273
M,17.236,15.149,11.088
F,1.153,2.879,3.454
F,1.897,5.215,8.061
M,1.227,2.667,3.483
F,1.683,7.474,6.491
M,1.78,2.696,3.976
M,1.417,2.963,4.489
F,1.002,2.226,2.922
M,1.301,5.622,4.948
F,1.076,2.32,3.92
M,1.51,2.462,3.744
F,1.537,3.014,4.377
M,34.687,29.169,18.913
M,2.1,3.007,4.539
F,1.61,23.068,15.565
F,2.636,26.859,19.403
F,1.149,2.599,10.852
F,2.266,4.229,16.0
M,1.619,2.58,3.387
M,1.026,2.065,4.822
M,2.607,5.368,5.275
F,1.013,47.732,31.733
M,9.611,9.044,6.905
M,1.761,4.464,4.849
M,1.064,2.223,2.953
M,1.397,3.093,3.344
M,9.119,8.56,6.788
M,6.348,6.967,5.701
F,62.437,52.397,33.847
M,1.571,3.782,4.657
M,1.761,2.813,5.298
F,1.398,60.568,37.88
F,1.796,12.391,10.12
M,1.073,2.158,2.994
M,8.194,8.037,7.12
F,1.141,2.746,4.622
M,2.628,3.408,3.602
F,1.926,3.247,4.172
F,2.066,6.529,6.561
M,2.404,5.062,4.504
M,1.026,2.04,5.578
F,2.42,4.64,4.256
F,4.01,5.887,7.164
M,1.388,2.374,3.199
M,1.609,2.757,5.137
F,1.441,4.281,5.243
M,1.081,2.23,2.837
F,1.192,3.408,3.935
F,2.386,3.465,5.032
M,6.846,7.15,5.844
M,1.127,2.33,3.759
M,1.875,3.03,4.328
M,1.004,4.105,4.127
F,1.097,3.361,5.252
F,3.382,10.535,7.872
F,2.525,3.46,8.481
F,30.879,59.585,37.639
F,3.145,8.357,6.649
M,3.168,4.673,4.748
M,2.174,3.001,3.336
M,1.168,3.44,3.701
F,2.153,3.283,12.808
F,1.022,4.803,5.464
M,2.72,3.504,3.92
M,1.025,2.033,3.343
F,5.462,5.595,5.315
F,1.442,3.316,4.224
F,4.091,5.698,5.014
F,5.891,9.817,7.538
F,9.779,17.045,18.572
F,1.68,5.913,6.111
M,68.423,57.237,42.627
M,5.689,6.284,5.309
M,3.434,3.957,3.889
F,1.153,4.688,4.693
M,10.628,10.031,7.969
M,2.352,3.204,3.381
M,3.297,4.252,3.998
F,1.274,7.797,7.117
M,1.574,7.766,6.243
F,1.148,3.632,3.67
F,5.786,9.14,7.03
M,10.119,9.566,8.312
M,3.081,4.054,3.943
M,1.053,3.001,3.715
F,1.867,11.478,8.759
F,1.104,2.598,4.922
F,1.279,4.977,4.443
F,5.689,6.221,6.787
M,1.159,2.239,3.14
F,1.712,2.654,3.857
F,2.089,18.366,12.708
F,1.596,6.432,9.326
M,7.838,7.641,8.065
F,1.091,4.982,4.816
M,3.488,3.992,3.83
F,2.497,3.612,4.288
F,2.26,31.204,20.369
F,1.863,10.744,7.929
F,6.435,11.965,8.797
F,15.236,15.26,10.971
M,1.031,2.534,4.038
F,1.028,2.039,3.009
F,1.606,3.047,3.387
M,38.755,32.817,21.312
M,1.161,2.419,3.474
M,1.237,2.504,2.958
F,10.248,11.046,8.029
M,22.93,20.245,13.594
F,1.201,3.046,3.258
F,7.344,7.229,10.628
M,1.112,2.169,2.715
M,1.94,2.941,3.566
M,1.279,2.23,2.777
F,2.943,3.619,3.967
F,2.292,3.945,4.372
F,2.331,3.585,9.013
F,1.039,2.816,3.928
F,17.043,15.485,11.102
F,2.398,4.581,4.455
F,3.862,6.858,5.556
M,1.231,2.282,2.979
F,1.123,2.29,4.191
F,2.485,15.585,11.623
M,1.259,3.139,3.936
F,5.312,5.865,5.462
F,1.141,2.637,3.011
M,11.2,10.408,8.056
F,1.377,2.526,5.0
M,4.235,5.785,5.641
F,5.832,6.117,5.189
F,1.856,2.733,3.46
F,5.072,13.096,9.289
F,1.245,2.574,3.033
F,1.853,8.416,8.641
M,4.654,6.077,5.543
F,1.377,2.371,2.997
M,2.087,3.077,4.883
F,4.333,6.456,5.508
M,9.334,10.47,8.599
M,5.294,5.57,6.768
F,1.273,2.518,2.939
F,3.052,4.04,4.958
F,1.521,2.515,3.083
F,1.928,6.683,6.955
F,1.894,13.414,11.875
M,4.758,5.312,4.62
M,1.133,2.679,3.252
F,2.282,3.734,3.858
F,1.215,25.491,17.338
M,109.127,89.141,55.212
F,1.37,5.019,4.5
M,2.577,3.286,3.918
F,2.812,5.125,6.231
M,1.387,2.402,4.327
F,4.142,4.801,5.17
M,1.032,2.24,4.194
F,1.076,5.203,5.889
M,2.866,4.018,6.871
F,1.37,12.374,10.417
F,4.671,5.216,4.846
M,2.356,3.1,3.694
M,1.446,2.636,3.968
F,1.08,2.669,4.875
F,1.113,2.867,4.38
F,5.305,5.809,5.002
M,2.309,3.498,3.835
M,1.66,2.689,4.596
M,2.048,3.442,5.082
M,1.46,3.078,4.249
F,1.878,3.011,4.003
M,7.291,7.158,6.335
M,2.242,3.24,3.399
F,1.171,2.315,4.257
F,5.387,5.649,5.616
M,7.415,7.35,5.913
M,2.451,3.83,3.713
F,3.03,8.826,6.985
F,1.671,95.708,59.1
M,6.098,6.244,5.183
M,10.689,10.504,7.882
M,1.078,4.141,4.619
F,1.274,2.244,3.02
M,48.384,40.388,26.251
M,1.063,2.459,3.045
M,5.066,5.411,6.195
M,1.269,2.381,3.089
F,6.801,8.159,6.448
M,3.783,4.532,4.136
F,1.747,3.539,6.157
M,3.519,4.821,7.218
F,1.623,4.844,4.743
M,1.028,2.544,3.049
M,1.854,3.076,3.297
M,6.509,6.595,5.924
F,3.574,4.563,4.441
F,1.329,11.741,15.838
M,5.353,8.64,7.126
M,19.144,16.73,11.718
M,1.45,2.634,3.223
M,2.116,3.066,3.582
M,1.775,3.315,3.676
M,1.626,2.505,3.987
F,5.178,6.978,10.391
M,1.529,2.721,5.077
F,1.196,4.277,4.075
M,1.478,2.413,3.009
M,1.444,2.503,3.344
F,3.123,5.162,4.498
M,15.019,13.491,9.814
M,1.868,3.249,3.566
F,1.253,2.369,5.885
F,5.097,5.386,5.287
F,1.923,5.345,5.459
F,1.051,2.25,2.981
F,3.283,12.027,10.524
M,1.377,2.437,5.082
M,1.18,2.651,3.553
M,1.773,3.057,3.858
F,1.378,2.755,3.739
M,1.254,2.352,2.92
F,3.113,4.144,4.03
M,3.246,4.211,4.163
M,1.143,3.216,3.534
M,3.265,4.255,5.279
F,8.447,9.05,7.074
M,1.705,2.629,3.497
F,3.297,5.695,5.166
F,1.456,858.204,517.72
F,1.768,391.821,237.502
M,8.461,8.352,7.61
M,1.662,2.915,3.79
M,3.452,3.99,3.973
F,2.163,40.496,26.417
F,3.763,4.505,4.119
M,1.326,2.96,3.339
F,6.484,11.942,10.548
F,1.05,7.992,7.505
F,1.091,18.864,12.877
M,3.519,4.172,4.111
F,6.697,7.048,7.575
F,2.77,5.481,8.135
F,1.071,3.765,3.881
M,1.516,2.68,3.372
M,1.897,3.149,4.159
F,1.289,8.163,6.327
M,30.878,26.025,17.28
F,3.089,62.26,39.692
M,1.141,2.276,4.165
F,1.182,2.154,3.231
F,1.098,3.799,3.876
M,1.189,2.375,4.041
F,3.264,4.851,4.358
F,8.258,18.003,13.937
F,12.121,24.109,19.318
F,10.464,14.121,11.307
F,1.07,4.511,4.451
F,1.231,2.2,2.881
M,1.393,3.078,3.669
F,1.332,5.277,6.004
M,2.25,3.617,3.722
M,1.736,2.832,3.531
F,1.358,11.463,9.45
F,3.575,4.904,6.676
F,2.699,3.599,5.001
F,2.533,8.065,6.647
F,1.456,28.023,20.22
F,1.112,4.594,5.68
M,39.769,33.522,35.567
F,12.454,13.779,11.052
F,1.702,2.823,4.271
F,2.269,3.655,6.125
M,3.477,4.228,5.59
M,2.203,3.054,5.719
M,3.854,7.21,5.874
F,4.374,5.527,4.876
F,3.839,20.933,14.201
M,2.405,3.141,6.07
F,1.999,3.255,4.435
M,1.208,2.37,3.839
F,1.663,2.689,3.209
F,5.74,9.116,7.848
M,10.613,9.751,14.361
F,2.174,10.263,33.125
M,2.037,3.014,3.434
M,1.571,2.73,3.116
M,1.08,2.179,3.429
M,1.894,2.969,3.224
M,1.185,2.174,2.806
F,6.006,7.302,9.363
F,3.454,5.154,5.19
M,1.385,2.324,3.019
F,3.642,4.258,5.326
M,1.238,2.205,3.193
M,1.044,2.568,3.228
M,5.87,5.907,5.167
F,166.624,136.965,84.094
M,26.164,22.228,16.32
F,1.135,2.412,3.467
M,2.521,5.291,5.645
F,2.222,10.198,7.687
M,9.684,9.028,7.504
F,4.809,8.555,7.456
M,1.071,2.788,3.098
F,3.228,40.606,26.116
F,3.585,4.693,4.335
M,3.612,4.362,4.271
F,1.426,3.472,3.713
M,1.127,2.668,3.382
F,93.71,76.575,47.605
M,6.536,7.765,6.401
F,39.021,33.241,22.702
F,2.731,4.967,5.589
M,11.037,10.344,7.608
F,2.677,3.6,3.835
F,2.531,4.215,7.056
F,1.632,5.072,4.938
F,8.778,20.084,21.77
M,1.863,2.731,3.145
M,1.313,2.558,2.998
M,1.056,3.078,3.368
F,2.339,3.361,4.129
M,25.821,22.209,15.143
M,1.33,2.28,3.541
M,5.885,5.986,5.097
M,2.958,3.975,4.131
F,1.519,2.934,3.322
M,4.081,4.839,4.418
F,11.503,10.621,19.357
M,6.437,6.35,5.581
F,3.195,4.573,4.899
F,1.254,2.818,3.91
M,4.662,4.965,4.62
F,1.133,4.21,5.082
F,1.169,5.572,10.015
F,1.262,4.029,4.155
M,4.587,6.064,5.236
M,5.268,5.869,4.988
F,1.063,6.379,9.16
M,1.611,3.025,4.59
F,2.83,3.621,4.492
M,2.729,3.638,5.383
F,3.435,4.582,4.624
M,4.748,5.271,5.962
M,1.11,2.131,2.727
M,2.437,3.171,3.589
F,1.01,3.139,3.394
F,1.955,3.575,4.016
M,3.865,8.318,6.547
M,2.103,8.195,6.689
F,1.807,5.061,8.249
M,3.021,3.908,4.047
M,1.613,3.254,3.597
M,4.074,4.825,4.348
F,1.496,3.261,3.792
F,2.03,3.237,4.131
M,1.185,2.191,20.205
F,2.714,5.696,4.967
F,2.303,3.151,3.445
F,5.382,7.136,6.214
F,7.77,20.965,13.997
F,2.325,3.829,4.433
F,1.084,3.512,3.979
M,1.303,3.729,4.197
F,1.173,3.578,4.736
F,1.115,2.523,3.976
M,2.391,3.436,3.64
M,3.468,4.578,4.658
F,5.004,5.513,5.319
F,8.702,8.544,13.755
F,6.835,6.954,6.063
F,1.097,2.327,4.818
M,6.129,6.406,7.161
F,3.865,4.626,4.408
M,2.381,3.203,3.34
M,8.289,8.225,6.637
M,3.45,3.988,3.898
M,1.931,2.781,3.693
F,16.2,19.009,13.633
M,1.496,2.747,3.488
F,4.498,5.382,7.797
F,1.38,8.822,10.782
F,1.13,2.197,5.355
M,1.845,3.404,3.835
M,3.47,4.721,4.297
F,1.318,2.876,9.977
F,3.167,4.534,4.43
M,2.249,3.03,3.883
M,1.045,3.032,4.437
F,1.157,2.248,2.916
F,1.957,2.911,3.639
F,1.163,2.441,3.826
M,9.305,8.811,6.872
M,2.364,3.491,4.885
F,1.215,7.85,7.253
F,1.051,50.235,34.357
M,1.544,3.455,3.609
M,1.033,4.729,4.352
M,1.39,2.858,3.418
M,1.126,2.311,5.093
M,3.984,4.584,4.617
M,1.449,2.455,4.66
F,1.027,6.971,5.756
F,3.976,4.414,4.84
F,1.966,3.172,3.663
M,1.076,2.28,3.268
F,26.445,24.81,16.892
F,1.236,12.302,9.485
M,3.603,5.179,4.574
M,1.05,2.225,2.81
F,3.875,35.091,22.888
F,1.837,3.595,4.264
F,2.166,18.978,13.508
M,1.102,2.522,4.493
F,4.25,9.673,7.868
F,5.323,11.663,10.41
F,13.573,13.902,9.928
F,3.037,3.737,6.084
M,2.839,3.503,3.799
M,3.985,5.363,6.604
F,570.485,653.901,394.232
F,1.55,3.438,6.318
F,8.183,8.409,6.573
F,1.07,7.588,6.927
M,1.806,2.945,3.543
M,2.052,3.158,3.326
F,1.642,3.316,3.678
M,1.639,3.015,3.947
M,2.541,4.01,4.737
M,1.033,2.06,4.456
F,1.4,5.889,5.513
M,1.764,2.674,3.54
M,1.059,2.338,3.285
F,1.453,2.823,3.932
M,1.26,3.279,3.839
F,1.025,8.427,6.747
M,2.233,3.792,3.778
M,1.537,2.6,4.194
F,1.382,3.601,3.986
M,3.039,3.724,3.699
F,1.236,2.652,4.873
F,1.049,2.736,5.697
F,3.924,4.349,4.061
M,1.451,2.537,8.205
M,16.453,14.51,10.785
M,2.583,3.314,3.445
F,13.069,13.275,9.884
F,1.105,3.507,3.631
F,1.992,2.907,3.898
F,1.257,4.726,5.606
F,3.426,9.42,7.492
F,2.449,4.512,4.231
M,3.065,3.817,3.915
M,1.228,2.667,3.916
M,1.601,2.666,3.497
M,1.452,3.349,4.258
M,2.11,3.173,6.568
F,1.054,2.865,6.632
F,1.222,5.198,4.671
M,1.211,2.467,3.17
F,1.063,262.992,160.024
F,1.33,2.992,5.977
F,1.889,9.16,9.278
M,1.494,3.171,7.806
F,2.737,7.343,6.2
F,1.354,2.288,3.061
F,1.749,5.292,5.353
M,1.175,2.693,3.061
M,1.177,2.992,3.57
F,4.644,5.433,4.88
M,6.878,6.73,6.575
M,7.138,7.134,5.89
M,1.011,2.14,3.811
M,1.786,4.034,3.924
F,3.096,5.52,8.228
F,3.222,40.118,26.343
M,4.138,4.722,4.523
F,1.814,10.791,7.977
F,3.35,3.934,3.955
F,23.513,20.551,14.197
F,1.56,6.72,75.305
M,2.129,3.614,4.089
M,1.426,3.035,3.543
M,1.799,3.801,3.683
M,1.244,3.2,5.251
F,3.528,4.403,4.924
F,3.353,4.463,5.835
M,2.37,3.629,4.391
M,11.254,10.416,7.7
F,1.941,19.728,13.545
M,1.616,5.701,5.27
F,2.497,5.576,6.103
M,2.467,3.217,7.142
M,1.455,2.49,3.806
F,14.402,12.822,11.972
F,4.005,5.377,5.527
F,5.921,6.518,5.644
F,26.384,22.314,17.428
F,8.287,9.952,7.768
F,7.398,7.826,6.179
M,8.958,8.597,7.944
F,6.253,10.049,8.517
M,4.01,6.05,5.068
M,1.042,3.037,3.743
M,2.012,3.16,5.646
M,3.084,4.032,5.216
F,2.739,23.384,15.914
M,5.54,8.644,7.983
M,1.05,2.261,3.097
F,1.568,3.42,4.21
M,1.024,2.218,2.818
M,1.707,2.751,3.125
F,2.744,9.232,7.322
M,1.779,3.596,3.6
M,8.696,10.304,8.272
F,23.097,20.409,14.092
M,569.257,457.368,275.977
F,3.758,4.598,9.888
M,2.207,3.278,3.407
F,3.761,5.163,5.435
M,2.668,4.307,5.298
F,1.651,5.367,6.061
M,2.301,3.125,5.053
F,1.574,3.032,5.057
F,2.221,3.85,4.191
M,1.729,3.695,3.92
F,5.529,6.135,5.648
F,1.291,2.744,3.444
F,2.023,4.059,4.246
F,1.078,2.081,2.867
M,2.0,2.865,3.123
M,12.158,11.003,8.762
F,3.216,7.391,7.877
M,1.643,2.734,7.58
F,6.985,7.41,6.123
F,1.688,3.226,4.224
F,266.86,214.875,131.137
F,28.972,26.672,17.546
F,1.418,3.919,3.81
M,4.518,5.241,4.963
M,1.021,2.604,4.768
M,1.145,2.176,2.952
F,1.453,37.993,49.546
M,1.07,2.122,3.063
M,1.777,2.764,3.507
M,14.439,14.414,10.122
F,1.616,2.89,3.258
F,1.132,2.324,3.544
F,13.326,18.353,12.416
F,1.269,7.792,9.357
M,2.796,3.583,4.507
M,1.029,2.426,4.37
M,3.065,3.732,7.361
M,1.1,3.082,4.522
M,1.215,2.372,3.13
M,1.337,2.973,5.198
F,117.08,95.105,58.588
F,4.749,6.345,5.327
M,1.278,3.029,3.355
F,2.046,6.336,5.22
F,3.11,5.856,5.897
M,7.076,7.206,6.189
M,7.056,7.031,6.038
M,2.024,2.893,3.267
F,1.076,3.039,3.307
M,37.673,31.811,21.695
F,1.679,22.072,15.763
F,2.168,3.766,4.102
F,1.968,6.226,5.518
M,2.138,4.786,4.984
F,2.444,3.89,4.714
F,2.44,3.336,4.198
F,2.413,5.276,5.303
F,1.104,6.313,5.572
F,31.957,28.725,18.756
F,1.031,11.048,10.049
F,2.23,7.909,6.999
M,1.587,2.715,7.992
F,1.782,3.087,3.301
F,2.891,3.89,3.785
F,3.175,4.984,4.758
M,3.542,4.465,4.153
M,4.967,5.225,5.947
F,1.812,3.078,4.364
M,1.092,2.481,3.508
M,1.16,2.402,3.209
F,3.801,4.653,5.924
M,2.084,2.966,3.439
M,1.83,2.843,3.261
M,414.444,333.844,201.719
F,1.661,2.531,2.97
M,1.286,3.861,3.879
F,1.344,11.739,9.086
F,1.377,2.367,2.833
F,1.044,4.71,76.813
M,947.276,759.673,457.225
M,19.54,16.974,11.69
M,5.933,6.04,5.147
M,4.17,4.928,4.816
F,1.787,3.002,5.645
M,1.149,2.17,3.043
F,1.052,2.053,3.606
F,14.741,14.361,11.266
M,1.329,4.552,4.348
F,3.283,7.114,6.923
F,2.064,3.228,4.068
M,3.824,4.916,4.464
F,3.305,5.616,5.466
M,1.783,2.667,3.114
M,15.177,13.808,9.757
M,1.413,3.453,3.639
M,1.111,2.275,2.804
F,2.217,4.014,3.853
M,1.154,2.879,3.724
F,1.546,174.437,106.528
M,4.675,4.967,4.595
F,4.513,5.386,5.077
M,1.62,2.742,4.714
F,1.382,6.632,5.39
F,5.301,6.011,5.282
F,3.585,4.945,5.633
F,1.438,50.77,32.51
F,5.816,10.952,8.447
M,14.482,13.11,9.537
F,2.402,17.961,14.232
F,1.782,3.272,3.479
M,4.701,5.239,4.853
F,5.073,7.31,6.075
F,17.412,15.958,11.057
M,2.843,3.88,3.97
M,9.269,8.62,7.795
F,8.835,8.438,6.942
M,12.304,12.609,8.983
F,1.669,4.873,6.902
M,2.154,3.284,3.477
M,1.774,3.348,3.544
F,1.574,3.488,3.981
F,1.015,3.048,3.245
F,2.728,3.668,4.258
F,1.884,14.96,10.906
M,4.082,5.043,4.492
M,3.333,4.504,4.619
F,1.167,3.301,4.171
F,1.119,2.189,3.213
F,1.069,7.605,7.893
M,2.028,3.02,3.985
F,2.292,6.921,5.607
F,1.443,2.428,5.679
F,2.211,33.632,23.459
M,7.837,7.714,8.782
M,1.493,2.854,3.132
M,12.191,11.527,8.317
