G,U,X,Y
F,-0.016,0.993,1.663
M,-2.078,3.079,5.717
F,1.136,2.082,2.14
F,0.479,0.611,5.844
M,0.43,3.479,5.071
M,-0.996,4.669,7.754
M,-1.072,2.816,6.484
M,0.377,5.862,6.969
M,1.437,3.835,7.484
M,0.77,5.396,7.845
M,-0.903,4.431,6.288
M,-0.842,1.263,4.848
F,-0.289,-0.839,0.064
M,-1.344,2.858,5.425
M,-1.483,1.861,8.193
F,-0.88,-0.093,2.474
M,0.849,5.95,9.045
M,0.121,4.458,6.754
M,2.466,6.696,9.073
F,-0.504,-1.244,1.559
M,0.838,3.772,7.252
M,-1.303,2.405,6.323
F,0.466,1.981,4.357
M,0.539,3.393,8.31
F,-1.059,-0.508,4.127
F,-0.033,1.104,5.109
F,-2.093,-1.01,0.427
F,-0.324,2.544,5.751
M,-0.916,2.924,7.116
M,0.716,3.923,5.725
M,-0.069,3.38,8.419
F,0.428,1.472,2.572
M,-1.125,4.334,4.051
F,-0.166,1.175,3.515
M,-0.648,2.696,8.306
F,-2.152,-1.623,2.518
F,-1.071,-0.803,1.078
M,-0.862,3.38,6.982
M,0.299,3.567,9.585
F,1.287,2.22,3.21
F,-0.216,2.518,4.368
F,-1.407,-1.516,0.942
F,-0.608,2.436,4.157
F,0.05,2.185,3.183
M,-0.08,3.706,5.342
M,-0.343,3.079,7.183
M,-0.571,1.822,5.278
F,0.214,2.163,2.049
M,0.144,0.934,6.017
M,-1.632,2.19,5.516
M,-0.422,2.425,6.877
M,0.729,2.417,8.206
F,0.475,2.525,5.638
M,1.471,4.938,9.889
F,0.737,0.163,3.607
M,-0.553,3.882,6.19
F,0.464,1.714,6.191
M,0.895,5.427,8.213
M,-1.36,4.013,4.135
M,-2.117,2.186,6.593
F,2.202,3.448,5.975
M,-0.256,4.355,5.252
M,0.586,3.378,7.192
F,0.104,0.187,3.047
F,-0.66,1.593,4.254
M,0.523,3.084,10.097
M,-1.858,5.015,6.926
F,0.847,5.22,7.563
M,-0.509,3.318,6.04
F,0.818,2.669,3.782
M,1.676,5.422,7.948
F,0.416,1.105,2.721
M,2.52,7.458,8.498
F,-1.032,-1.39,2.235
F,-1.471,-0.874,4.24
F,0.532,0.477,2.503
M,0.801,5.759,7.997
F,0.907,1.728,4.71
F,-1.518,-0.633,2.5
F,0.406,0.66,3.84
F,0.739,4.36,7.156
M,1.288,3.695,6.116
M,0.341,4.727,7.869
F,1.879,3.802,5.351
F,0.949,0.227,2.793
F,0.207,0.86,2.034
M,-0.972,3.778,7.619
M,0.357,2.738,7.31
F,1.092,0.451,3.849
F,-0.287,0.596,2.137
M,-1.768,2.48,8.083
F,-1.43,1.806,1.938
F,-0.248,1.907,4.927
F,-0.116,3.033,5.695
M,-0.147,2.983,7.156
M,0.427,2.497,4.62
F,0.772,0.614,4.029
F,-0.804,-0.85,5.208
M,0.237,5.067,8.243
F,0.559,1.925,3.407
F,-1.649,1.141,4.752
F,-0.968,1.498,3.83
F,-0.222,0.877,2.33
M,-0.392,3.758,6.157
F,0.877,1.304,2.354
M,0.976,5.368,7.18
M,-0.312,2.027,7.334
F,0.965,3.08,4.999
M,0.63,4.271,6.961
M,-0.103,3.188,6.128
F,-2.068,-1.052,1.227
F,-0.702,-0.997,-0.043
M,-0.109,2.996,5.245
F,1.392,1.668,3.919
M,0.128,2.556,6.804
M,-1.083,5.366,7.125
M,1.7,3.603,7.645
F,-0.727,1.141,4.178
M,1.6,3.827,4.389
F,-1.758,0.823,4.854
M,-0.168,3.832,8.741
M,-0.723,3.286,7.015
M,-2.012,2.746,4.493
F,1.312,2.23,4.932
M,0.213,2.772,5.807
M,1.794,3.46,5.895
F,1.876,1.12,4.384
F,-0.374,1.569,4.47
F,-0.261,0.568,0.378
M,1.098,4.916,8.321
M,2.33,5.921,9.227
F,0.322,-0.251,1.952
M,0.403,4.044,7.384
F,1.264,1.755,2.982
F,0.822,2.776,3.711
M,0.48,3.22,7.478
M,0.04,5.767,4.841
M,-0.285,1.946,8.184
M,0.585,2.35,5.923
M,0.773,2.182,6.589
M,1.258,5.274,7.594
F,1.853,4.059,6.604
F,-0.635,1.88,3.513
F,0.417,1.338,1.951
F,0.414,2.26,5.141
M,-0.686,3.766,6.585
M,-0.143,0.034,5.271
M,0.496,2.709,6.345
M,0.771,3.165,6.806
M,0.28,2.601,6.605
M,-0.575,6.523,8.805
M,-1.298,2.291,6.777
F,-0.556,0.282,3.791
F,-0.027,2.169,4.285
M,-0.5,1.813,4.785
M,-0.216,0.821,3.486
F,-0.768,1.447,4.571
M,-2.051,2.778,6.84
M,-1.097,3.433,7.61
M,1.637,4.535,7.101
F,-0.518,2.093,5.448
F,0.62,1.334,3.17
F,-1.345,-0.031,-0.227
M,0.584,4.563,9.577
F,-0.471,0.406,6.788
M,-0.529,3.617,5.827
F,-0.277,1.378,4.054
F,-2.345,-0.225,0.706
M,-0.61,1.363,4.133
M,-0.363,3.003,4.859
F,-0.141,0.611,1.217
M,-0.487,3.814,5.533
M,0.711,3.076,5.687
F,-0.598,2.387,4.977
F,0.526,3.096,3.616
M,-1.072,3.702,6.019
M,0.378,4.725,8.029
M,0.716,4.258,4.741
M,-0.881,2.811,4.953
F,-0.246,0.799,1.359
F,-0.617,1.218,3.377
F,0.211,0.686,4.245
M,-0.394,4.565,6.816
M,-1.337,1.628,6.769
M,0.021,2.786,8.381
F,-0.589,1.584,3.469
M,0.26,3.883,6.153
M,1.692,2.331,4.945
F,-1.127,-0.923,1.431
M,0.551,4.834,6.03
F,0.629,1.424,4.592
M,-0.727,3.286,6.215
F,-0.122,3.232,2.387
F,-1.324,0.257,0.667
M,-1.86,4.067,6.049
M,0.012,2.869,7.023
M,-0.049,2.074,5.627
M,-0.772,0.014,3.151
F,1.118,2.06,4.0
M,1.127,4.804,9.746
F,-2.07,-0.635,0.498
F,1.123,1.738,4.936
M,-0.502,2.067,5.13
F,-0.524,1.142,6.466
M,0.195,6.538,9.706
M,-0.251,3.592,6.018
M,-0.382,4.026,7.325
M,0.616,3.451,5.496
M,-0.788,1.611,4.746
F,-1.891,0.372,2.275
M,-0.747,2.736,4.707
M,0.043,3.409,6.705
M,0.117,3.339,4.778
F,0.421,-1.71,1.279
F,-0.376,0.866,2.169
F,-0.984,1.577,4.027
F,2.014,2.165,6.678
M,-0.362,5.078,7.756
M,0.265,2.983,7.09
M,-0.101,2.549,4.246
M,-0.699,2.699,5.557
F,0.632,0.561,4.218
M,-1.334,1.324,6.718
M,0.509,3.534,5.303
F,0.211,2.388,3.873
M,0.688,5.724,10.46
M,0.261,3.959,7.259
M,0.032,2.957,6.503
F,0.39,0.106,1.304
F,0.748,-0.169,1.891
F,-0.993,1.662,4.069
M,-0.5,2.413,8.988
M,0.835,4.716,8.132
F,0.311,2.474,5.497
F,-0.032,1.317,0.96
F,-0.782,0.413,2.214
F,0.158,2.908,5.509
M,0.913,4.267,5.892
F,-0.235,3.301,3.102
F,0.941,1.808,5.586
M,0.611,5.399,4.07
M,-1.93,2.741,4.402
M,0.55,5.613,6.638
F,-0.672,1.603,3.036
M,-1.45,1.488,4.407
M,0.536,4.971,4.57
F,0.35,3.337,7.274
F,0.189,2.123,3.017
M,0.133,3.677,4.331
M,-0.604,2.652,5.898
M,0.51,3.291,5.93
F,-1.029,0.029,2.286
M,0.239,2.911,6.013
F,-0.25,0.964,5.812
M,0.433,2.777,5.458
M,-0.07,4.911,6.946
F,0.625,0.51,3.292
M,-0.169,2.387,2.317
M,0.918,3.293,5.859
F,-1.824,-1.089,4.445
M,-1.085,3.267,5.078
F,-0.576,1.584,4.795
M,0.35,3.457,7.124
F,0.234,1.734,4.417
M,-2.633,0.612,3.718
F,0.588,0.303,0.676
M,1.733,3.608,8.773
M,0.429,2.593,5.788
F,-1.327,0.399,3.652
F,-2.074,2.192,5.859
F,-1.221,-0.109,3.56
M,-0.196,2.94,3.502
M,0.223,3.886,7.949
F,0.451,0.961,4.912
F,-1.283,-0.342,2.623
F,0.237,3.3,5.338
M,-0.293,4.47,7.826
F,-2.73,-0.786,1.188
M,-0.388,2.84,4.812
F,1.304,3.91,5.675
M,-0.385,2.706,7.236
M,0.565,2.604,8.61
M,-0.332,3.191,6.143
F,-0.517,-0.941,2.202
M,1.314,4.995,4.663
F,0.872,1.708,4.916
F,-0.685,0.175,3.3
M,-1.914,2.279,4.624
F,0.644,2.165,5.585
F,-0.817,0.112,2.344
M,0.277,4.802,6.921
F,-0.158,2.678,4.478
F,-0.562,0.573,3.364
M,0.494,5.036,6.152
F,-0.36,-2.513,1.517
F,0.489,1.482,3.933
F,0.436,1.56,3.635
M,0.743,6.203,9.331
F,1.049,4.61,7.51
F,0.299,0.555,3.971
M,0.863,2.771,5.034
F,0.491,2.39,0.805
F,0.561,3.193,5.206
M,-1.25,3.33,5.115
F,-1.837,1.293,2.461
M,-1.544,3.985,8.019
F,0.229,-0.42,-2.515
M,-0.975,3.649,8.249
M,-0.751,2.512,4.322
F,0.816,0.835,3.177
F,0.811,1.407,2.899
M,-1.128,1.668,3.57
M,0.1,3.494,5.004
F,0.171,0.677,3.42
F,-0.09,1.407,4.562
M,0.103,2.893,6.312
F,-0.499,0.717,3.619
M,-0.134,4.177,6.013
F,-1.131,0.429,1.531
M,-1.286,3.505,7.697
M,-0.617,1.25,5.853
M,0.046,4.32,6.773
M,0.86,4.822,6.147
M,0.707,4.246,6.802
F,-0.562,0.694,3.515
M,0.475,1.731,3.119
F,-0.341,-2.461,2.054
F,1.01,2.668,5.344
M,0.023,5.985,7.839
M,0.243,4.462,8.681
F,-1.845,-0.71,2.86
F,0.733,1.874,1.997
F,0.553,1.558,2.096
F,0.236,0.534,2.961
M,0.178,5.339,7.83
F,-0.231,1.106,3.889
M,-0.081,4.162,5.944
F,0.703,2.935,4.444
M,1.587,2.728,4.639
M,-0.383,5.166,5.157
F,2.096,4.166,4.409
F,-0.067,-2.07,-1.142
M,-0.53,2.613,7.311
M,1.372,4.054,6.318
F,-0.282,0.636,3.919
M,0.209,1.116,3.54
M,-0.361,4.5,5.542
M,-0.435,3.221,7.22
F,0.93,2.983,4.19
M,0.679,3.793,7.19
M,0.367,4.488,6.7
M,0.162,2.825,7.494
F,0.428,3.366,4.411
M,-0.149,2.573,2.913
F,0.898,3.333,3.712
M,0.784,2.808,5.984
F,-0.792,1.447,3.239
M,0.116,4.795,6.414
F,0.462,-0.83,1.98
F,0.354,2.079,5.068
F,1.462,1.361,4.019
M,-0.006,4.091,6.903
M,-0.89,3.408,6.878
F,-0.405,1.121,4.386
F,0.912,1.076,2.36
M,0.579,1.974,7.627
M,-0.497,2.531,6.97
F,0.124,0.218,2.918
M,-0.492,2.637,6.155
F,1.863,2.74,4.69
M,3.119,5.162,6.544
M,2.115,4.986,7.594
F,0.469,2.923,7.76
F,-0.96,0.002,4.103
F,-1.029,-1.453,2.43
F,0.683,3.106,2.399
M,1.377,6.849,9.984
F,0.125,2.182,4.641
F,-0.447,1.004,3.874
F,-1.235,-0.482,1.537
M,-0.091,3.375,5.962
M,-0.397,1.871,3.853
M,-0.09,5.172,4.571
F,-1.4,0.573,4.472
M,-0.531,3.058,7.989
M,0.75,2.737,5.623
F,0.572,0.564,1.98
M,-1.41,2.357,4.658
M,-0.348,2.101,2.295
F,-0.218,2.238,4.534
F,0.174,1.471,2.518
M,0.022,2.77,5.816
F,0.565,2.005,3.914
F,0.805,1.185,3.638
M,-1.029,2.21,7.791
F,0.843,2.568,4.591
M,1.598,4.036,5.878
F,1.117,2.984,4.429
F,0.667,1.831,7.072
F,-0.873,1.554,5.238
F,-0.567,0.584,1.385
M,-1.233,3.437,4.342
F,-1.413,-0.564,3.312
M,0.928,3.965,7.451
M,0.736,4.706,6.723
M,1.077,5.443,7.001
F,-0.115,0.938,5.139
M,0.204,4.438,6.973
F,-0.822,-0.432,1.523
F,-0.767,0.496,1.02
F,1.139,2.083,4.257
F,-1.374,1.292,2.327
M,0.353,3.265,5.72
F,0.409,1.709,4.993
M,-1.427,3.368,6.938
F,1.089,2.297,4.72
F,-0.467,1.797,4.826
M,1.594,3.157,3.984
M,-0.678,3.959,4.932
F,-1.661,-2.271,0.817
F,-1.15,-0.128,1.011
M,0.086,4.282,9.091
F,0.308,0.189,4.154
M,2.787,3.68,5.896
F,0.002,0.299,3.334
F,0.703,2.902,2.406
F,0.04,-0.672,3.395
F,-0.054,0.929,4.891
F,-0.801,1.432,3.089
F,1.265,1.058,4.292
F,1.161,1.959,4.362
M,0.061,4.735,6.712
M,-0.918,2.4,7.554
M,-0.229,3.565,5.887
M,-0.112,3.231,5.1
M,0.055,4.029,8.538
M,-0.888,1.254,5.121
M,-0.377,4.673,4.925
F,-0.595,1.669,4.253
M,-1.648,2.784,4.65
F,0.851,0.063,4.316
M,0.22,3.863,8.109
M,-0.361,4.909,7.829
F,0.84,2.723,1.188
M,0.054,2.478,7.433
M,1.496,7.359,7.146
F,-0.563,1.977,2.315
F,-0.243,-0.39,1.444
F,0.065,2.486,4.1
M,0.776,3.617,7.443
M,0.731,2.175,5.702
M,-1.112,3.199,6.603
F,-0.678,0.636,4.291
M,1.091,4.652,6.985
M,0.974,3.424,6.91
F,-1.94,-0.881,3.714
F,-2.18,2.321,3.966
M,2.113,5.868,8.544
F,0.829,2.561,1.529
M,-1.187,5.324,7.921
F,0.582,2.788,6.772
F,-2.13,-1.034,3.401
F,1.052,1.047,5.645
F,0.411,2.406,6.028
M,-1.204,2.961,3.262
M,-0.714,3.69,4.585
M,-0.471,0.119,5.394
F,-0.526,1.592,5.445
F,0.751,2.049,3.107
F,-0.828,1.092,5.549
F,-2.782,-1.528,3.882
M,-1.152,3.251,6.552
M,-0.803,5.864,8.122
F,-0.503,-1.504,0.554
M,-0.174,2.436,5.887
F,-0.36,1.917,6.369
F,-0.242,0.468,4.229
M,0.14,2.401,7.412
F,-0.134,0.775,5.546
F,2.904,4.735,5.007
F,-1.288,-0.487,4.205
F,-0.055,2.638,3.045
F,-0.641,-1.077,3.164
F,-1.374,-2.198,3.32
F,-0.444,0.714,1.929
M,-0.603,2.895,7.597
M,-1.56,2.483,7.628
M,-0.318,2.532,5.667
F,0.751,1.943,2.561
M,-0.069,2.07,6.447
F,-0.591,2.56,7.526
F,0.034,4.015,2.608
M,0.098,4.028,6.815
M,-1.929,1.675,6.884
F,-1.144,-0.839,0.803
F,-0.053,0.475,2.287
F,1.49,4.641,3.724
M,-0.812,3.052,6.033
F,-0.482,2.445,3.305
M,-0.636,3.277,6.028
F,-0.281,0.449,3.077
M,-0.044,2.771,8.501
F,1.928,2.418,5.216
F,0.968,1.918,2.347
M,-0.375,3.135,6.493
M,-0.292,4.037,7.433
M,-0.458,1.463,2.785
F,1.695,2.184,6.361
M,0.63,3.039,5.176
M,-1.903,3.667,7.918
M,1.377,4.404,5.955
M,1.845,4.533,8.492
M,1.316,5.905,8.669
M,-0.492,2.608,5.026
F,-0.797,3.005,2.225
F,-0.349,1.067,3.64
F,0.705,2.756,6.556
F,-0.446,0.595,5.4
F,-0.383,1.381,3.965
F,1.397,3.203,2.849
F,-0.508,0.61,3.71
F,-0.166,2.446,5.287
F,0.03,2.182,2.088
F,-0.179,1.039,3.767
M,1.238,3.58,8.204
F,0.098,1.56,4.302
F,-0.658,1.374,2.737
F,-0.219,3.341,4.678
M,0.947,4.197,9.923
M,-0.077,2.011,3.063
F,-1.06,-0.792,2.887
M,-0.175,5.19,8.664
M,0.789,4.117,6.119
F,-0.487,1.287,6.68
M,2.283,5.678,6.061
F,-0.517,1.429,5.15
F,-1.388,1.142,4.383
M,1.337,5.327,3.281
M,0.202,3.486,6.02
M,-0.233,2.349,5.711
F,-0.362,3.182,2.39
M,-0.591,3.279,4.779
F,-0.74,-0.112,2.806
M,1.002,4.346,7.103
M,1.282,4.138,8.486
F,0.293,1.484,5.157
F,-1.042,0.426,3.014
F,0.426,2.218,4.976
M,-0.042,0.911,5.977
F,-0.519,-0.564,3.189
F,-0.865,0.351,4.417
M,0.854,3.185,6.316
M,1.022,1.952,5.66
F,-1.13,1.131,3.312
F,1.056,2.057,2.921
F,0.099,1.229,0.362
F,0.4,2.075,4.562
M,1.187,4.655,7.104
M,-1.583,1.633,4.838
F,0.981,1.771,6.973
F,1.228,1.699,7.712
F,0.572,2.802,4.368
M,-0.918,2.638,4.402
F,1.311,2.812,4.758
M,-0.225,2.458,5.473
M,-1.193,3.167,5.369
M,-0.792,2.383,8.796
F,-1.163,-0.647,2.306
M,0.927,3.812,7.41
F,0.546,2.531,4.956
F,-0.627,1.263,4.186
M,-0.024,2.865,4.8
M,0.493,4.252,5.175
M,1.13,4.445,5.524
M,0.054,4.152,8.336
F,-0.552,-1.489,1.992
F,1.123,1.342,2.214
M,-0.069,1.906,3.332
F,-0.157,1.717,4.467
M,0.118,4.069,8.348
F,-0.333,2.561,3.127
F,0.26,1.436,1.285
M,-0.191,2.519,6.164
F,-0.411,-0.828,2.88
M,1.227,5.987,6.385
F,0.282,0.66,2.555
F,1.251,3.31,2.451
F,-0.351,2.347,2.331
M,-0.162,5.189,8.004
F,-1.659,-0.283,2.547
F,0.173,2.007,2.715
M,-1.311,3.456,5.523
F,0.939,2.514,2.622
M,-0.014,2.328,5.259
F,0.755,4.467,5.509
F,-0.9,1.4,4.767
F,0.994,3.699,4.594
M,-0.233,2.046,6.058
F,-0.498,1.64,6.104
F,0.253,2.433,5.397
M,2.654,3.938,6.16
F,1.578,2.618,4.33
F,0.482,5.552,4.93
F,1.186,3.045,3.842
M,0.334,4.844,9.325
F,1.616,3.182,6.994
M,-2.935,2.534,6.061
M,0.25,2.758,8.476
F,0.776,2.139,5.979
M,0.752,2.016,5.766
F,-0.125,-0.76,3.457
M,0.346,5.117,7.853
M,-1.026,2.399,6.641
M,-2.869,3.25,5.356
F,-1.106,0.397,2.366
M,0.765,4.19,6.102
F,-0.96,0.537,1.89
F,-0.008,0.267,3.66
M,-0.265,4.608,6.377
M,0.995,3.017,8.016
F,0.591,2.081,5.091
M,0.74,4.761,6.692
F,0.282,1.226,3.318
M,0.963,4.409,6.626
F,0.147,0.933,4.126
M,-0.785,0.431,3.71
M,-0.365,3.749,6.913
M,0.733,4.598,8.164
F,0.911,1.217,4.114
F,-0.635,-0.186,2.896
F,1.044,0.991,2.055
M,1.154,4.958,7.647
F,0.773,0.956,1.035
M,0.109,3.229,7.058
F,0.305,3.366,6.439
M,0.205,3.273,5.849
F,-0.096,2.55,2.235
M,-1.162,2.229,3.532
M,-0.105,2.492,5.121
M,-1.809,2.443,5.659
M,1.137,4.198,7.024
M,0.399,1.877,6.526
M,-0.234,1.013,4.913
M,-0.807,1.427,4.274
M,-0.545,-0.229,4.159
M,-0.906,1.294,6.587
M,-0.706,3.359,7.973
M,-1.392,3.47,7.452
F,-2.25,-0.672,0.698
F,0.631,1.952,3.124
M,-0.032,6.126,7.788
F,0.547,0.391,3.053
F,0.292,0.155,2.881
F,1.152,3.138,3.512
F,-0.256,-1.495,0.468
M,2.483,4.685,11.21
F,0.183,0.047,2.513
F,-1.163,0.207,0.999
M,0.062,4.69,7.597
M,-1.168,3.515,8.469
F,-0.692,-0.181,3.85
F,0.135,1.969,5.505
F,1.056,1.434,4.59
F,0.726,0.826,3.337
F,-0.937,-0.456,1.661
M,-1.255,3.05,4.368
F,0.897,2.095,4.761
M,0.006,3.115,7.257
M,-0.124,5.086,6.662
M,-1.321,2.274,6.331
M,0.09,2.514,5.446
M,0.838,6.303,7.173
F,1.131,1.505,5.0
F,0.325,0.942,2.507
F,0.306,3.622,5.822
M,-1.319,1.502,8.187
M,-0.459,4.783,9.657
M,-1.028,2.495,6.042
M,-0.414,4.992,7.789
M,-0.231,1.86,9.343
M,-0.753,3.235,5.21
F,-0.399,-0.195,2.319
F,-0.468,-0.917,2.899
F,1.048,1.468,5.283
M,0.788,5.65,6.734
F,0.391,2.212,4.096
M,0.979,3.424,5.645
F,-0.185,0.875,2.534
F,-1.114,-1.592,2.636
F,-0.404,-0.326,3.698
F,-0.895,2.333,5.272
F,-1.062,1.323,3.564
M,0.409,1.291,7.361
F,-2.742,-3.314,3.941
F,0.569,2.747,4.258
F,0.105,1.041,2.854
F,0.89,0.947,5.848
F,-0.661,0.194,1.775
F,-0.034,4.085,4.796
F,0.437,2.325,4.526
M,-0.57,3.777,5.255
M,0.305,4.177,5.515
M,-0.981,2.35,3.918
M,-2.148,0.377,5.467
F,-1.074,-0.932,0.515
F,-0.458,1.889,4.819
M,-0.134,2.284,4.715
F,-0.681,-0.821,2.388
M,0.671,2.72,4.794
F,0.082,2.17,5.484
F,-0.095,0.646,6.296
M,-0.804,1.507,6.073
M,-0.171,5.805,6.563
F,-0.242,0.917,4.676
F,0.817,3.802,1.976
M,-0.794,3.277,4.633
F,1.618,4.771,5.026
M,0.286,4.939,8.203
M,0.895,3.542,8.985
F,-0.616,2.415,3.535
F,0.114,1.101,5.174
M,-0.635,4.12,8.416
F,-0.077,-0.142,0.979
M,-0.751,3.737,5.926
M,0.194,4.647,8.758
M,-0.745,0.231,2.891
M,-0.865,2.056,3.467
M,-0.234,3.586,4.222
M,1.028,2.307,4.173
F,0.224,2.346,6.069
M,0.003,4.868,7.983
F,1.321,1.997,5.021
F,0.217,-0.066,2.879
M,-0.263,2.067,5.165
F,0.168,0.521,2.998
F,1.226,-0.238,2.18
F,0.057,-0.32,1.737
F,-1.298,2.239,3.092
M,0.37,4.457,6.207
F,-0.918,2.313,5.879
M,-1.303,1.131,5.469
F,2.067,2.976,6.58
M,-1.462,1.274,5.083
F,0.418,0.733,2.812
F,-0.118,1.518,5.02
F,0.464,1.266,2.916
M,0.768,4.882,9.759
F,-1.124,1.865,5.861
F,-1.39,0.481,3.851
M,1.238,1.489,3.126
F,-0.614,2.246,4.392
F,0.045,3.55,6.94
F,0.378,1.347,2.342
M,0.511,4.529,6.983
F,-1.504,1.052,4.156
M,0.565,3.423,8.229
M,-0.742,2.863,7.731
M,0.956,4.687,5.926
F,-0.82,1.334,3.263
M,0.54,4.479,6.293
M,-0.534,4.408,6.061
F,-0.024,1.957,3.125
M,0.113,2.118,3.845
M,-0.613,2.185,5.83
F,0.786,1.007,3.346
M,-0.035,3.833,8.069
F,0.073,3.035,5.5
M,1.154,4.261,5.255
M,0.149,2.907,6.951
M,1.13,6.355,9.616
F,0.786,3.129,3.884
M,1.209,1.202,3.787
M,-1.896,2.636,6.178
M,-0.087,4.475,5.947
F,-0.883,2.141,4.199
F,2.886,1.618,4.385
M,-0.881,2.49,5.134
M,0.049,4.976,8.12
M,-1.17,2.561,2.556
M,-0.659,2.16,6.078
F,-1.682,2.797,1.706
F,0.942,3.303,4.219
F,0.754,-0.457,1.195
F,-0.828,0.13,3.622
M,-0.438,3.785,8.407
F,-0.12,-0.547,2.23
F,-1.622,0.19,2.358
F,0.109,1.58,5.572
M,1.336,2.747,4.647
M,2.456,4.77,8.152
F,0.017,1.591,5.735
M,-0.087,2.834,4.21
F,-3.274,0.544,3.576
M,0.197,2.764,8.456
F,-0.222,0.976,3.681
M,1.391,2.964,5.459
F,-0.39,-0.224,4.234
M,-1.858,1.315,6.613
F,-0.892,-0.763,1.519
M,-0.491,3.434,4.72
M,0.997,3.164,6.555
F,0.204,0.574,1.479
M,-0.327,3.063,5.012
F,-0.647,1.098,1.354
M,-0.191,2.062,5.794
F,-1.63,-2.318,1.8
M,0.68,5.291,6.869
M,-1.619,1.466,4.218
M,2.089,5.688,6.861
M,0.411,4.238,5.063
M,1.067,3.848,7.254
M,-0.146,4.205,4.884
F,-0.175,1.155,2.53
F,0.39,4.0,5.089
M,-1.091,3.396,7.31
F,-1.516,2.695,5.818
F,0.916,1.077,3.304
F,0.795,-0.407,1.685
F,0.772,3.242,3.813
F,0.424,0.054,1.337
M,0.969,4.992,8.813
M,1.412,5.912,7.521
F,-1.081,-0.785,2.962
M,-0.628,3.249,4.998
F,-0.634,0.804,4.314
M,-0.4,4.957,10.196
M,-0.734,2.638,4.827
F,2.275,1.589,2.306
M,-1.587,0.785,2.624
M,-0.559,1.572,3.979
M,-1.304,3.054,7.34
F,0.315,0.879,3.055
F,-0.202,0.574,3.283
F,0.851,0.669,3.242
M,-1.406,1.065,2.256
M,-0.693,2.794,4.778
M,1.449,6.353,7.909
F,0.056,2.596,1.931
F,0.924,2.268,-1.48
M,-0.595,1.535,4.378
F,-0.205,2.87,5.559
M,-1.242,1.306,5.38
M,-0.607,2.058,4.164
F,0.485,2.156,4.24
M,0.441,1.612,3.356
F,-0.156,0.553,4.484
M,0.22,2.806,5.164
M,0.32,4.249,6.017
F,-1.118,-0.542,3.077
M,1.029,6.401,9.219
M,1.119,5.083,7.77
M,-0.041,2.465,5.634
F,0.601,-0.028,1.894
F,1.568,2.227,6.001
M,-0.119,2.354,4.474
F,-0.525,-0.508,1.216
F,-1.541,-1.474,3.852
M,-1.255,2.606,6.89
M,-1.755,4.944,5.96
F,1.348,3.372,3.498
F,-0.967,0.842,3.557
F,0.864,1.539,7.448
F,0.321,3.506,3.28
M,-1.771,3.039,6.607
M,1.134,4.639,4.977
M,-1.033,4.448,6.493
M,-0.133,3.383,5.451
M,-0.345,2.793,5.683
F,1.225,2.657,4.812
F,0.758,0.692,0.883
F,0.603,2.495,5.62
F,-0.613,-1.728,-0.025
F,0.774,1.476,3.42
F,0.576,0.078,1.232
F,-0.121,1.927,2.445
F,-0.001,1.046,4.821
F,0.845,2.35,6.291
M,-1.785,0.388,5.937
F,-0.158,4.298,7.159
F,1.157,1.785,3.271
F,0.125,0.736,2.256
M,0.618,5.132,8.81
F,-0.976,-0.061,3.257
M,0.198,2.122,6.0
F,-0.571,0.222,2.466
M,1.123,5.075,5.207
M,0.311,2.446,5.026
M,-0.436,3.748,6.754
M,0.062,3.211,7.757
F,-0.868,-0.496,3.845
F,1.553,1.613,4.7
M,0.451,4.738,7.594
F,-0.518,-0.354,3.305
M,0.428,5.21,7.724
F,0.482,1.4,5.493
M,-0.579,3.185,3.082
F,-1.204,0.886,4.801
F,-0.056,3.51,4.89
M,0.333,4.265,7.482
M,0.16,3.502,4.584
F,1.572,2.877,4.308
F,1.159,1.848,3.867
F,-0.732,0.522,1.87
F,-1.025,1.773,4.048
F,0.303,0.71,2.768
F,0.039,1.131,2.707
F,-1.422,0.704,4.074
F,1.651,2.353,5.099
M,0.521,4.871,6.002
F,-0.523,2.171,2.16
M,-0.595,3.847,7.086
M,-0.247,3.323,7.16
M,-0.708,4.211,5.578
F,1.768,0.106,0.779
M,0.212,4.49,6.451
M,0.167,2.666,5.661
F,0.926,2.637,3.678
M,0.52,5.564,7.245
F,-0.808,1.801,3.572
F,2.062,1.886,4.808
M,-1.687,1.171,8.154
M,-0.572,2.839,4.748
M,-0.003,2.126,3.771
F,-0.847,-0.569,3.019
F,-0.307,-0.352,2.382
F,-0.721,1.636,3.363
F,-0.452,1.812,4.987
M,1.212,4.521,7.731
M,-0.576,1.853,4.977
F,-0.644,0.55,2.662
M,0.304,1.923,4.718
F,-0.402,1.049,3.448
M,0.564,4.793,10.425
F,0.192,-0.423,0.38
F,-1.071,0.671,3.11
M,1.275,4.515,5.17
F,1.693,4.308,6.416
M,0.449,2.691,3.999
M,1.32,5.24,7.92
F,0.016,1.159,6.135
M,-2.364,0.465,4.015
M,0.595,4.956,6.104
M,-0.11,5.385,7.169
M,-0.181,4.333,6.482
F,0.651,0.67,3.444
M,-1.049,2.371,5.696
F,-0.924,1.168,3.664
F,-0.574,1.355,3.22
M,-0.904,2.582,8.896
F,1.706,1.255,3.905
F,-0.601,2.156,3.376
M,-0.364,5.017,6.5
M,-0.219,3.722,7.972
M,0.163,3.378,7.972
M,-0.816,3.551,6.872
M,-1.146,2.698,6.352
F,0.998,1.503,5.374
